"user_id","ab_group","start_ts","end_ts","pdate"
rBMsomHZL+m7VAAgGQIsAg==,B,"2023-05-01 08:11:27.369207","2023-05-01 08:26:56.140532","2023-05-01"
rBMsomHZL+m7VAAgGQIsAg==,B,"2023-05-04 05:25:56.712867","2023-05-04 05:32:12.747884","2023-05-04"
rBMsomHZL+m7VAAgGQIsAg==,B,"2023-05-04 07:47:04.823602","2023-05-04 08:08:52.258306","2023-05-04"
rBMspGHMIzOqRQAgIBHVAg==,A,"2023-05-01 09:07:50.898678","2023-05-01 09:17:44.650446","2023-05-01"
rBMspGKM3n5zkAAhL20OAg==,A,"2023-05-03 06:25:31.646806","2023-05-03 06:50:35.271798","2023-05-03"
rBMspWKXCjKMmAAgGUigAg==,B,"2023-05-02 11:02:34.587853","2023-05-02 11:07:47.119437","2023-05-02"
rBMspmPSFFh52QAeBbeqAg==,B,"2023-05-03 16:42:10.274489","2023-05-03 17:02:39.427517","2023-05-03"
rBMsqWPSJahdgAAeBeILAg==,B,"2023-05-02 08:52:57.076255","2023-05-02 09:00:53.302472","2023-05-02"
rBMssGO9iW+tqwAeCIDYAg==,B,"2023-05-01 07:49:24.595754","2023-05-01 07:55:44.906013","2023-05-01"
rBMssWO+bWeMawAgCtVUAg==,B,"2023-05-02 09:28:25.188409","2023-05-02 09:34:49.104553","2023-05-02"
rBMssWO9QBaMbAAfB4ciAg==,B,"2023-05-03 07:05:56.171936","2023-05-03 07:18:52.941655","2023-05-03"
rBMstGO9J4YWLwAfBz6AAg==,A,"2023-05-01 17:47:08.930261","2023-05-01 18:04:53.341267","2023-05-01"
rBMstWKY+Q0OsgAgBs8MAg==,B,"2023-05-03 09:51:58.052624","2023-05-03 09:57:27.747669","2023-05-03"
rBMsu2IXMN41zwAgFe8DAg==,A,"2023-05-01 07:46:54.663790","2023-05-01 08:00:52.253478","2023-05-01"
rBMsuWJAfZQnbwAiKdX5Ag==,B,"2023-05-02 16:24:15.799198","2023-05-02 16:33:20.377334","2023-05-02"
rBMsuWJAfZQnbwAiKdX5Ag==,B,"2023-05-02 17:08:47.778117","2023-05-02 17:25:39.086829","2023-05-02"
rBMsuWJrlzgGhgAhCObDAg==,B,"2023-05-01 08:03:11.125852","2023-05-01 08:19:07.295923","2023-05-01"
rBMsuWJrlzgGhgAhCObDAg==,B,"2023-05-01 09:11:10.312425","2023-05-01 09:39:35.284438","2023-05-01"
rBMsw2KsbmyB5AAiEcc2Ag==,B,"2023-05-01 06:30:26.969563","2023-05-01 06:39:26.952691","2023-05-01"
rBMsw2NBMj0tuAAgDSq8Ag==,A,"2023-05-03 18:16:53.549627","2023-05-03 18:25:48.426678","2023-05-03"
rBMsw2NDsUgtuAAgE5B7Ag==,A,"2023-05-03 05:41:08.936422","2023-05-03 05:46:10.969697","2023-05-03"
rBMswGFtr+V2+gAgBFDZAg==,B,"2023-05-01 16:06:09.117638","2023-05-01 16:11:28.418514","2023-05-01"
rBMswGKq87yAPQAiDSOyAg==,B,"2023-05-02 12:34:26.902969","2023-05-02 12:42:16.438224","2023-05-02"
rBMswWKuf+Vh0wAgF2WZAg==,A,"2023-05-03 09:51:40.040332","2023-05-03 10:14:23.832828","2023-05-03"
rBMswmKpt7GWEQAiCSnvAg==,A,"2023-05-01 13:32:19.598925","2023-05-01 13:49:27.911042","2023-05-01"
rBMsxGKp2m2xmAAhCalcAg==,B,"2023-05-03 15:13:18.159426","2023-05-03 15:25:11.214385","2023-05-03"
rBMsxGQu1/m+swAfESigAg==,A,"2023-05-03 13:32:57.794928","2023-05-03 13:38:36.680059","2023-05-03"
rBMsxGQu6IC+uAAeEcI3Ag==,A,"2023-05-02 17:24:47.920060","2023-05-02 17:34:09.453440","2023-05-02"
rBMsxGQu7Hy+swAfEdGNAg==,A,"2023-05-02 12:39:25.877846","2023-05-02 12:45:21.995402","2023-05-02"
rBMsxGQu7Hy+swAfEdGNAg==,A,"2023-05-07 03:56:12.258469","2023-05-07 04:01:56.227418","2023-05-07"
rBMsxGQu7Hy+swAfEdGNAg==,A,"2023-05-07 16:30:33.771412","2023-05-07 16:37:07.060941","2023-05-07"
rBMsxGQukOW+swAfDoVaAg==,A,"2023-05-01 14:36:31.348060","2023-05-01 14:42:22.140667","2023-05-01"
rBMsxGQuyuC+uAAeELh3Ag==,B,"2023-05-01 07:08:30.222065","2023-05-01 07:23:02.701161","2023-05-01"
rBMsxGQwVwG+swAfHHv1Ag==,A,"2023-05-03 05:36:39.490863","2023-05-03 05:42:16.731867","2023-05-03"
rBMsxGQwemO+uAAeHesEAg==,A,"2023-05-02 17:14:57.028295","2023-05-02 17:30:54.748610","2023-05-02"
rBMsxGQxKFu+uAAeIh5gAg==,A,"2023-05-01 12:11:14.412093","2023-05-01 12:18:32.795916","2023-05-01"
rBMsxGQxKSG+swAfIf04Ag==,B,"2023-05-02 17:24:29.660175","2023-05-02 17:38:25.396770","2023-05-02"
rBMsxGQy3Ye+uAAeLt+nAg==,B,"2023-05-01 23:51:14.035053","2023-05-01 23:51:55.707764","2023-05-01"
rBMsxGQy3Ye+uAAeLt+nAg==,B,"2023-05-02 00:14:34.765937","2023-05-02 00:15:33.135800","2023-05-02"
rBMsxGQy3Ye+uAAeLt+nAg==,B,"2023-05-03 05:12:56.449522","2023-05-03 05:37:48.601251","2023-05-03"
rBMsxWHBSZWmnQAhA7oYAg==,A,"2023-05-03 06:55:53.739407","2023-05-03 07:21:15.324283","2023-05-03"
rBMsxWKo2wWg4QAhBiDdAg==,A,"2023-05-01 22:43:52.241400","2023-05-01 22:51:09.161229","2023-05-01"
rBMsxmKouCM0BAAiBYufAg==,B,"2023-05-01 11:43:44.795188","2023-05-01 11:51:37.142504","2023-05-01"
rBMsxmKuAEM0EwAhFhuIAg==,A,"2023-05-03 08:02:20.227786","2023-05-03 08:23:52.117172","2023-05-03"
rBMsxmKvKyI0BAAiGVTGAg==,B,"2023-05-01 11:34:57.786290","2023-05-01 11:41:51.890155","2023-05-01"
rBMsxmKvKyI0BAAiGVTGAg==,B,"2023-05-01 12:16:09.713863","2023-05-01 12:38:46.120566","2023-05-01"
rBMsxmKwfSI0BAAiHTBDAg==,B,"2023-05-02 08:19:46.526102","2023-05-02 08:38:59.809368","2023-05-02"
rBMsy2LpHTATXAAhA88EAg==,B,"2023-05-02 07:16:56.238027","2023-05-02 07:23:21.782008","2023-05-02"
rBMsyGQuqfJDgAAeDxEvAg==,A,"2023-05-02 12:42:48.752467","2023-05-02 12:51:15.245439","2023-05-02"
rBMsyGQuqhRDhwAfEAXGAg==,B,"2023-05-02 09:38:22.564095","2023-05-02 09:43:56.804355","2023-05-02"
rBMsyGQvJlNDhwAfFD0GAg==,A,"2023-05-03 14:51:37.354391","2023-05-03 14:56:51.291801","2023-05-03"
rBMsyGQvsLdDgAAeFo8UAg==,A,"2023-05-02 05:57:37.919003","2023-05-02 06:03:29.074824","2023-05-02"
rBMsyGQwmn1DhwAfHwJWAg==,A,"2023-05-01 16:44:16.561133","2023-05-01 16:49:23.703246","2023-05-01"
rBMsyGQxUylDhwAfI9vzAg==,B,"2023-05-03 15:44:54.238828","2023-05-03 16:00:13.093346","2023-05-03"
rBMsyGQxx1dDhwAfJ5aJAg==,B,"2023-05-03 10:50:18.371904","2023-05-03 11:17:25.083079","2023-05-03"
rBMsyGQydt1DgAAeKtvvAg==,B,"2023-05-01 08:25:31.217066","2023-05-01 08:49:14.205691","2023-05-01"
rBMsyGQyedhDgAAeKvaKAg==,B,"2023-05-03 06:01:51.087231","2023-05-03 06:09:48.523269","2023-05-03"
rBMsyGQz8CxDgAAeNiGaAg==,A,"2023-05-01 12:58:46.398203","2023-05-01 13:15:24.410580","2023-05-01"
rBMsyWQtSCmERAAgBHkiAg==,B,"2023-05-03 09:36:33.542495","2023-05-03 09:57:17.164641","2023-05-03"
rBMsyWQtruqERAAgCCJSAg==,B,"2023-05-01 13:49:53.951371","2023-05-01 13:59:29.155875","2023-05-01"
rBMsyWQuOm2ERAAgC6hZAg==,A,"2023-05-02 16:42:25.406252","2023-05-02 16:47:36.843693","2023-05-02"
rBMsyWQuTySERAAgDD9UAg==,B,"2023-05-03 02:08:56.739843","2023-05-03 02:38:05.842535","2023-05-03"
rBMsyWQuiyuEQwAfDmCoAg==,B,"2023-05-03 07:15:46.937124","2023-05-03 07:33:29.479790","2023-05-03"
rBMsyWQuuISERAAgEAvuAg==,A,"2023-05-02 16:11:16.456215","2023-05-02 16:25:00.263952","2023-05-02"
rBMsyWQxbVCERAAgJFpoAg==,B,"2023-05-03 10:14:41.155574","2023-05-03 10:38:59.094462","2023-05-03"
rBMsyWQy9O6ERAAgL7wLAg==,A,"2023-05-02 20:22:28.139229","2023-05-02 20:48:10.921616","2023-05-02"
rBMsyWQzbr+ERAAgMoN0Ag==,A,"2023-05-01 19:28:28.182978","2023-05-01 19:40:29.522781","2023-05-01"
rBMsymKB9jdD8QAi4v3GAg==,B,"2023-05-02 17:06:31.644300","2023-05-02 17:17:35.680922","2023-05-02"
rBMsz2KAxSqXYwAho8ocAg==,A,"2023-05-03 09:45:57.987506","2023-05-03 09:58:31.778617","2023-05-03"
rBMsz2KAxSqXYwAho8ocAg==,A,"2023-05-03 19:09:07.137822","2023-05-03 19:14:18.664231","2023-05-03"
rBMszGF8TZ+mGgAiBjgVAg==,B,"2023-05-01 19:18:36.664961","2023-05-01 19:26:09.671416","2023-05-01"
rBMszWGkreNbOwAhFq6nAg==,B,"2023-05-03 07:41:06.746892","2023-05-03 07:54:21.346667","2023-05-03"
rBMszWGkreNbOwAhFq6nAg==,B,"2023-05-03 08:52:09.369372","2023-05-03 09:02:18.784781","2023-05-03"
rBMszWGmDk1bOwAhHYw4Ag==,B,"2023-05-02 10:01:14.664593","2023-05-02 10:14:02.425761","2023-05-02"
rBMszWKCQ9QovAAg73V0Ag==,A,"2023-05-03 10:51:40.077487","2023-05-03 10:59:26.879555","2023-05-03"
rBMszWLqENMu7wAhBe9YAg==,B,"2023-05-01 13:42:02.502787","2023-05-01 14:01:19.530700","2023-05-01"
rBMszmLH2MBsBAAgECx2Ag==,A,"2023-05-03 18:32:51.560474","2023-05-03 18:38:45.276721","2023-05-03"
rBMu+2PzNzx7JQAgBOUQAg==,B,"2023-05-03 13:20:29.614432","2023-05-03 13:32:48.622734","2023-05-03"
rBMu+2PzfGF7JQAfB1avAg==,B,"2023-05-03 07:37:50.726155","2023-05-03 07:43:43.879385","2023-05-03"
rBMu+2QqnXAsjQAfBC5eAg==,B,"2023-05-02 05:19:29.043601","2023-05-02 05:24:33.285850","2023-05-02"
rBMu+GIig/GgyAAgDJJGAg==,B,"2023-05-03 14:04:58.570459","2023-05-03 14:24:01.513411","2023-05-03"
rBMu+mPz1o9V7gAfBla7Ag==,B,"2023-05-02 21:27:06.742780","2023-05-02 21:39:58.660663","2023-05-02"
rBMu+mPzoERV7QAeBDwwAg==,A,"2023-05-01 13:57:41.870405","2023-05-01 14:06:34.199696","2023-05-01"
rBMu/GQinuqghAAeA8OLAg==,B,"2023-05-01 03:51:59.368012","2023-05-01 03:57:45.389928","2023-05-01"
rBMu/GQinuqghAAeA8OLAg==,B,"2023-05-01 15:12:12.860821","2023-05-01 15:41:37.202968","2023-05-01"
rBMu/GQkSRSghAAeEDL8Ag==,A,"2023-05-03 17:17:43.018791","2023-05-03 17:42:15.351291","2023-05-03"
rBMu/WQjAIRlEQAeBy4SAg==,B,"2023-05-03 09:05:07.922032","2023-05-03 09:10:32.983443","2023-05-03"
rBMu/WQkbQllEQAeEau6Ag==,A,"2023-05-03 16:17:27.786059","2023-05-03 16:27:55.488228","2023-05-03"
rBMu/WQlGJNlFwAfFZQZAg==,B,"2023-05-03 04:03:00.760865","2023-05-03 04:12:58.771607","2023-05-03"
rBMu/WQlGJNlFwAfFZQZAg==,B,"2023-05-04 10:12:12.786528","2023-05-04 10:25:00.948047","2023-05-04"
rBMu/mGL8ZG4uAAgA+QqAg==,A,"2023-05-03 19:21:01.320518","2023-05-03 19:46:10.039661","2023-05-03"
rBMu/mQj1BCwvwAfDHDGAg==,B,"2023-05-02 05:56:51.578119","2023-05-02 06:21:42.403799","2023-05-02"
rBMu/mQjEmewsQAeB9xKAg==,A,"2023-05-03 06:25:54.730556","2023-05-03 06:38:20.014072","2023-05-03"
rBMu/mQkXxGwsQAeETl9Ag==,B,"2023-05-03 16:03:39.705393","2023-05-03 16:10:31.085269","2023-05-03"
rBMu02JNziZ2ZAAhBc1eAg==,B,"2023-05-01 09:12:47.397402","2023-05-01 09:31:10.387276","2023-05-01"
rBMu0GJBStg2JgAgMvF3Ag==,A,"2023-05-02 11:58:02.970415","2023-05-02 12:24:01.643189","2023-05-02"
rBMu0WITc4RN8QAgTvLaAg==,A,"2023-05-01 10:56:25.184025","2023-05-01 11:17:08.932108","2023-05-01"
rBMu0WITc4RN8QAgTvLaAg==,A,"2023-05-02 11:32:31.163152","2023-05-02 11:55:31.855283","2023-05-02"
rBMu0WITc7ZN8QAgTvfaAg==,B,"2023-05-02 11:47:55.449482","2023-05-02 12:16:06.880656","2023-05-02"
rBMu0mFnWS+EEwAgBeVvAg==,A,"2023-05-03 14:07:33.302927","2023-05-03 14:13:43.570845","2023-05-03"
rBMu12QZSQI1xgAfC182Ag==,A,"2023-05-02 08:08:12.215883","2023-05-02 08:15:15.685191","2023-05-02"
rBMu12Qa4Qc1xgAfFtKBAg==,B,"2023-05-01 07:54:50.923659","2023-05-01 08:02:40.591519","2023-05-01"
rBMu12QcR9Y1xgAfIQr9Ag==,A,"2023-05-03 21:34:33.257709","2023-05-03 22:04:09.215852","2023-05-03"
rBMu12QcR9Y1xgAfIQr9Ag==,A,"2023-05-08 20:33:17.564509","2023-05-08 20:48:21.109123","2023-05-08"
rBMu12Qcdw01xQAeIip+Ag==,B,"2023-05-02 14:58:12.123056","2023-05-02 15:08:46.112002","2023-05-02"
rBMu12Qcdw01xQAeIip+Ag==,B,"2023-05-02 20:40:51.036397","2023-05-02 21:09:10.041198","2023-05-02"
rBMu12QfSbw1xQAeNRv8Ag==,A,"2023-05-01 17:25:07.267789","2023-05-01 17:49:54.045285","2023-05-01"
rBMu12QgBKQVeAAfBc8wAg==,A,"2023-05-03 13:41:04.648533","2023-05-03 14:02:29.176308","2023-05-03"
rBMu12QgYW8VdAAeCLvQAg==,A,"2023-05-02 17:16:04.476441","2023-05-02 17:43:20.327184","2023-05-02"
rBMu12QgtjeuiQAeA70lAg==,B,"2023-05-01 14:31:32.053773","2023-05-01 14:40:24.289569","2023-05-01"
rBMu12Qh17IpEwAfChpNAg==,A,"2023-05-03 20:10:23.290572","2023-05-03 20:26:44.733230","2023-05-03"
rBMu12Qhkbco4QAgB+AIAg==,B,"2023-05-03 12:05:45.025360","2023-05-03 12:12:08.915115","2023-05-03"
rBMu12QiZgJb9QAeA+v3Ag==,A,"2023-05-03 13:49:40.031879","2023-05-03 14:14:35.510943","2023-05-03"
rBMu1GGab05NHAAgEQDYAg==,A,"2023-05-02 14:25:50.839414","2023-05-02 14:45:22.840531","2023-05-02"
rBMu1GGab05NHAAgEQDYAg==,A,"2023-05-02 15:28:09.191695","2023-05-02 15:54:17.412327","2023-05-02"
rBMu1GQlqpBHNwAeA7f5Ag==,B,"2023-05-02 16:48:59.576245","2023-05-02 16:57:10.703917","2023-05-02"
rBMu1mFzeNN7FgAiHC46Ag==,A,"2023-05-02 17:46:54.391453","2023-05-02 18:08:25.009126","2023-05-02"
rBMu22QHGVmg3wAeBNu7Ag==,A,"2023-05-01 10:09:32.528057","2023-05-01 10:15:53.633913","2023-05-01"
rBMu22QHS5Wg3wAeBp/WAg==,A,"2023-05-01 17:59:17.549520","2023-05-01 18:11:01.914072","2023-05-01"
rBMu22QHhUKg3wAfCIfxAg==,B,"2023-05-01 09:41:58.743800","2023-05-01 09:49:10.844565","2023-05-01"
rBMu2WMQnlSlmQAhCgAmAg==,A,"2023-05-03 08:43:34.160114","2023-05-03 09:01:48.687829","2023-05-03"
rBMu2WQHJY0eUwAeBS8EAg==,A,"2023-05-03 18:24:06.580794","2023-05-03 18:37:06.208882","2023-05-03"
rBMu2WQHR0seVwAfBob9Ag==,B,"2023-05-02 05:01:15.981330","2023-05-02 05:20:49.212609","2023-05-02"
rBMu2WQHR0seVwAfBob9Ag==,B,"2023-05-02 14:06:21.731270","2023-05-02 14:12:54.534625","2023-05-02"
rBMu2WQHR0seVwAfBob9Ag==,B,"2023-05-03 05:27:29.251772","2023-05-03 05:41:12.315126","2023-05-03"
rBMu32IbVaEk3gAhUkgVAg==,A,"2023-05-02 13:19:27.649682","2023-05-02 13:38:27.001076","2023-05-02"
rBMu32Icyjok3gAhcKJJAg==,B,"2023-05-02 15:10:05.201257","2023-05-02 15:15:55.491147","2023-05-02"
rBMu3WMTTiN5DQAhEX8NAg==,B,"2023-05-03 09:56:38.785672","2023-05-03 10:03:26.347397","2023-05-03"
rBMu3mIce2dJYAAhaUOPAg==,B,"2023-05-03 10:50:28.564213","2023-05-03 10:57:01.755008","2023-05-03"
rBMu3mId825JYAAhhNFHAg==,B,"2023-05-02 12:21:33.419735","2023-05-02 12:38:35.473186","2023-05-02"
rBMu3mIeXlRJYAAhj3EuAg==,B,"2023-05-02 18:55:08.952257","2023-05-02 19:23:39.043686","2023-05-02"
rBMu4GIeEswYIwAgiS3eAg==,B,"2023-05-01 13:24:45.704960","2023-05-01 13:34:53.301773","2023-05-01"
rBMu4GMWGfSCkwAhGUMjAg==,A,"2023-05-01 20:51:10.043990","2023-05-01 21:09:51.505151","2023-05-01"
rBMu4mMRzK8H/QAhDSbPAg==,B,"2023-05-03 06:13:17.098222","2023-05-03 06:23:11.406514","2023-05-03"
rBMu5GMV/1tnowAgGNytAg==,B,"2023-05-02 15:07:08.958777","2023-05-02 15:13:33.097016","2023-05-02"
rBMu5GMVxWVnowAgGBogAg==,B,"2023-05-02 17:56:22.477129","2023-05-02 18:22:57.699161","2023-05-02"
rBMu5WMQ2yKT7gAgCrotAg==,A,"2023-05-01 14:09:59.526847","2023-05-01 14:29:37.589579","2023-05-01"
rBMu72MgqBufdgAgCBY6Ag==,B,"2023-05-03 16:08:54.301699","2023-05-03 16:31:59.831051","2023-05-03"
rBMu72PRJTxawQAeAwyBAg==,A,"2023-05-03 08:22:16.319168","2023-05-03 08:31:47.278435","2023-05-03"
rBMu7GLVgrEAkAAhHaXwAg==,A,"2023-05-02 14:55:25.492431","2023-05-02 15:00:33.159815","2023-05-02"
rBMu7GPS8hkQyAAfCH9fAg==,A,"2023-05-01 21:10:43.844853","2023-05-01 21:18:51.188446","2023-05-01"
rBMu7WLQo1CxFgAiEQWnAg==,A,"2023-05-03 17:11:59.906112","2023-05-03 17:21:28.884222","2023-05-03"
rBMu7WLWZ6uxGQAhH7vCAg==,B,"2023-05-03 05:03:05.395286","2023-05-03 05:17:04.527676","2023-05-03"
rBMu7WLaY9qxFgAiKGUVAg==,A,"2023-05-03 07:35:09.485065","2023-05-03 07:45:23.667257","2023-05-03"
rBMu7WLaY9qxFgAiKGUVAg==,A,"2023-05-04 06:28:04.661108","2023-05-04 06:40:24.612617","2023-05-04"
rBMu7WLb0FixGQAhK4HwAg==,B,"2023-05-03 07:54:54.000976","2023-05-03 08:00:29.708048","2023-05-03"
rBMu7WLb0FixGQAhK4HwAg==,B,"2023-05-03 16:10:42.161851","2023-05-03 16:34:07.776104","2023-05-03"
rBMu7WLb0FixGQAhK4HwAg==,B,"2023-05-06 17:31:39.488460","2023-05-06 17:49:02.940605","2023-05-06"
rBMu7WMfKomJ8AAhA6THAg==,B,"2023-05-03 15:56:18.299416","2023-05-03 16:21:24.533822","2023-05-03"
rBMu7WMrMxMDbAAgH566Ag==,A,"2023-05-02 08:00:55.186494","2023-05-02 08:09:00.356163","2023-05-02"
rBMu7mLS3B8i6QAhFzp2Ag==,A,"2023-05-01 17:54:39.876974","2023-05-01 18:04:06.786288","2023-05-01"
rBMu7mLUaBsi6QAhGxQaAg==,A,"2023-05-03 13:52:46.365502","2023-05-03 14:06:25.312796","2023-05-03"
rBMu7mLUaBsi6QAhGxQaAg==,A,"2023-05-05 14:12:46.380506","2023-05-05 14:23:27.055737","2023-05-05"
rBMu7mLUaBsi6QAhGxQaAg==,A,"2023-05-05 18:49:21.605814","2023-05-05 18:57:10.771500","2023-05-05"
rBMu82Kdz82IxAAhAyV5Ag==,A,"2023-05-02 08:12:26.365293","2023-05-02 08:29:49.090617","2023-05-02"
rBMu82MfF4B3CgAgA2tGAg==,B,"2023-05-03 06:25:02.704823","2023-05-03 06:41:06.152893","2023-05-03"
rBMu82MiDHR3DQAhDGldAg==,A,"2023-05-02 17:08:22.116725","2023-05-02 17:18:21.372125","2023-05-02"
rBMu82MiDHR3DQAhDGldAg==,A,"2023-05-05 08:20:06.525994","2023-05-05 08:45:29.166382","2023-05-05"
rBMu82Mlpp53DQAhFifhAg==,A,"2023-05-03 16:47:11.670878","2023-05-03 17:02:33.413136","2023-05-03"
rBMu82Mlpp53DQAhFifhAg==,A,"2023-05-04 08:16:08.919033","2023-05-04 08:21:41.106830","2023-05-04"
rBMu82Mlpp53DQAhFifhAg==,A,"2023-05-05 12:14:59.421992","2023-05-05 12:24:53.260558","2023-05-05"
rBMu82MrVfV3DQAhJnTPAg==,B,"2023-05-01 16:59:52.025972","2023-05-01 17:10:54.954307","2023-05-01"
rBMu8WKd3dFYzAAhA3CrAg==,A,"2023-05-03 17:39:54.253695","2023-05-03 18:01:42.415146","2023-05-03"
rBMu8WLOuHOoVgAgCsdAAg==,A,"2023-05-02 18:01:20.952208","2023-05-02 18:19:41.905018","2023-05-02"
rBMu8WLOuHOoVgAgCsdAAg==,A,"2023-05-08 09:35:30.897258","2023-05-08 09:46:57.801000","2023-05-08"
rBMu8WLRD9qocAAhEjihAg==,A,"2023-05-02 03:00:02.607636","2023-05-02 03:12:41.307404","2023-05-02"
rBMu8WMhl4kUogAiBHzHAg==,A,"2023-05-01 07:03:16.840496","2023-05-01 07:19:05.031715","2023-05-01"
rBMu8WMjVa4UlwAhCcy7Ag==,A,"2023-05-02 15:19:50.463315","2023-05-02 15:36:08.084764","2023-05-02"
rBMu92Kvhr+PfQAgGn8HAg==,B,"2023-05-01 19:31:31.464513","2023-05-01 19:38:38.442273","2023-05-01"
rBMuA2OgOZwjGgAeX6vmAg==,A,"2023-05-02 19:34:55.407832","2023-05-02 20:02:12.662606","2023-05-02"
rBMuB2JF9q1trwAgCJ9kAg==,B,"2023-05-02 19:24:57.939630","2023-05-02 19:48:25.839026","2023-05-02"
rBMuB2JKU9ltrwAgK/cnAg==,A,"2023-05-02 07:53:25.953403","2023-05-02 08:12:13.969621","2023-05-02"
rBMuB2OGS7yHPQAeFtNkAg==,B,"2023-05-01 09:20:23.734224","2023-05-01 09:34:53.992736","2023-05-01"
rBMuB2OOWR+HOQAfLZ8iAg==,A,"2023-05-02 11:13:03.026676","2023-05-02 11:27:24.795281","2023-05-02"
rBMuB2OcDZyHPQAeU5CbAg==,A,"2023-05-03 06:26:41.957744","2023-05-03 06:36:59.912615","2023-05-03"
rBMuB2P/oahZKgAeBdpOAg==,A,"2023-05-03 14:45:17.212470","2023-05-03 14:59:29.000562","2023-05-03"
rBMuB2QDYR1ZKgAeIrHKAg==,A,"2023-05-02 19:00:22.400653","2023-05-02 19:13:24.583489","2023-05-02"
rBMuB2QF0g1ZJwAfNPkiAg==,A,"2023-05-03 07:41:21.833151","2023-05-03 08:02:02.836099","2023-05-03"
rBMuB2QF715ZJwAfNe9ZAg==,B,"2023-05-03 19:46:32.389079","2023-05-03 19:53:29.303868","2023-05-03"
rBMuB2QFIilZJwAfMBSdAg==,A,"2023-05-01 16:13:55.424068","2023-05-01 16:23:53.077809","2023-05-01"
rBMuB2QFzU1ZKgAeNCuHAg==,A,"2023-05-03 14:47:06.846732","2023-05-03 15:15:31.301541","2023-05-03"
rBMuB2QFzU1ZKgAeNCuHAg==,A,"2023-05-07 10:47:33.822542","2023-05-07 10:59:41.664423","2023-05-07"
rBMuBGOEavyI+AAeEVToAg==,A,"2023-05-03 11:14:44.829312","2023-05-03 11:32:22.039745","2023-05-03"
rBMuBGOEavyI+AAeEVToAg==,A,"2023-05-04 10:27:07.626457","2023-05-04 10:32:14.282922","2023-05-04"
rBMuBGOWmJKI9AAfRF0nAg==,B,"2023-05-03 05:20:27.192963","2023-05-03 05:42:54.049457","2023-05-03"
rBMuBGOcRbmI+AAeVEVUAg==,B,"2023-05-02 16:57:44.466251","2023-05-02 17:07:07.973362","2023-05-02"
rBMuBGOd12iI9AAfWS2iAg==,A,"2023-05-01 17:10:52.368790","2023-05-01 17:34:04.337754","2023-05-01"
rBMuBGOd5/qI+AAeWSE9Ag==,A,"2023-05-02 15:37:47.225358","2023-05-02 16:03:30.559013","2023-05-02"
rBMuBWOKVHw78AAeIh6iAg==,A,"2023-05-02 11:44:05.812376","2023-05-02 11:55:31.062654","2023-05-02"
rBMuBWQ+6cei+AAfBXy4Ag==,B,"2023-05-03 05:57:13.432644","2023-05-03 06:05:24.223787","2023-05-03"
rBMuBmHAdd4/zgAhA87GAg==,B,"2023-05-03 11:31:44.117357","2023-05-03 11:59:25.532497","2023-05-03"
rBMuBmOAtPQWfQAeBxDxAg==,B,"2023-05-01 17:29:21.822734","2023-05-01 17:35:46.784728","2023-05-01"
rBMuBmOIjTsWigAfHOUKAg==,B,"2023-05-01 09:21:22.608011","2023-05-01 09:31:12.427087","2023-05-01"
rBMuBmOSL4QWigAfN69oAg==,A,"2023-05-01 09:11:03.483474","2023-05-01 09:18:12.294344","2023-05-01"
rBMuBmOTM1AWfQAeOutwAg==,A,"2023-05-02 11:04:27.989112","2023-05-02 11:17:35.689248","2023-05-02"
rBMuBmOYP60WigAfSLINAg==,B,"2023-05-01 15:25:48.824048","2023-05-01 15:49:27.714837","2023-05-01"
rBMuC2JlUY93kgAhUvolAg==,B,"2023-05-01 20:27:49.614659","2023-05-01 20:32:54.288319","2023-05-01"
rBMuC2ODTb2bUQAfDk+nAg==,B,"2023-05-03 17:29:55.726415","2023-05-03 17:57:52.119532","2023-05-03"
rBMuC2OQuSubUQAfM5DSAg==,A,"2023-05-01 12:50:52.669712","2023-05-01 13:18:19.221826","2023-05-01"
rBMuC2OQuSubUQAfM5DSAg==,A,"2023-05-02 17:03:13.253199","2023-05-02 17:12:30.030219","2023-05-02"
rBMuC2OS8sqbQwAeOe5VAg==,B,"2023-05-02 12:38:56.900695","2023-05-02 12:44:04.763172","2023-05-02"
rBMuC2OWmISbUQAfREKHAg==,A,"2023-05-01 07:24:21.147374","2023-05-01 07:32:32.991440","2023-05-01"
rBMuC2OWmISbUQAfREKHAg==,A,"2023-05-01 20:19:51.610560","2023-05-01 20:34:44.242145","2023-05-01"
rBMuC2OhtyGbUQAfY8VGAg==,A,"2023-05-02 08:26:26.584186","2023-05-02 08:51:27.359967","2023-05-02"
rBMuCGJF+FCPogAhCLBhAg==,A,"2023-05-03 20:56:48.187041","2023-05-03 21:13:45.870082","2023-05-03"
rBMuCGJJTN2PogAhIy4VAg==,A,"2023-05-01 14:00:56.258281","2023-05-01 14:08:24.875801","2023-05-01"
rBMuCGOKVhllHQAfIiopAg==,A,"2023-05-01 19:12:04.828962","2023-05-01 19:17:52.892191","2023-05-01"
rBMuCGOMkJZlHQAfKDolAg==,B,"2023-05-03 13:37:21.888155","2023-05-03 13:42:27.419719","2023-05-03"
rBMuCGOcdYRlJAAeVSApAg==,A,"2023-05-02 07:00:16.147030","2023-05-02 07:06:36.281110","2023-05-02"
rBMuCGQDYCN+9gAeIsUFAg==,B,"2023-05-02 16:13:01.075806","2023-05-02 16:19:17.701847","2023-05-02"
